country,year,production,export,domestic_consumption,gross_opening_stock,coffee_type
Indonesia,2018,9617.5942,4538.8390548,4800.0,400.0,Brazilan Naturals
Indonesia,2018,9617.5942,4538.8390548,4800.0,400.0,Robustas
Madagascar,2018,379.3768,6.4774326,375.0,10.0,Other Milds
Madagascar,2018,379.3768,6.4774326,375.0,10.0,Robustas
Malawi,2018,12.8656,12.079999,1.0,0.0,Other Milds
Papua New Guinea,2018,930369,869.9459834,2.0,5.0,Other Milds
Papua New Guinea,2018,930369,869.9459834,2.0,5.0,Robustas
Peru,2018,4263.3391,4063.938661,250.0,40.0,Other Milds
Rwanda,2018,379.8448,350.3721832,1.0,10.0,Other Milds
Zimbabwe,2018,9.8786,4.8053098,4.0,0.0,Other Milds
Congo,2018,3013,0.0130833,3.0,0.0,Robustas
Cuba,2018,127651,33.3468849,220.0,0.0,Other Milds
Dominican Republic,2018,430.9097,32.2031773,390.0,30.0,Other Milds
Haiti,2018,346.8916,2.0191244,345.0,0.0,Other Milds
Philippines,2018,206.2102,3.9927242,3300.0,0.0,Brazilan Naturals
Philippines,2018,206.2102,3.9927242,3300.0,0.0,Robustas
Tanzania,2018,1174.8593,856.0041365,92.0,25.0,Colombian Milds
Tanzania,2018,1174.8593,856.0041365,92.0,25.0,Robustas
Zambia,2018,34.2825,26.168988,0.0,0.0,Other Milds
Cameroon,2018,309.5907,287.41525,78.0,10.0,Other Milds
Cameroon,2018,309.5907,287.41525,78.0,10.0,Robustas
Central African Republic,2018,37135,38528,20.0,0.0,Robustas
Colombia,2018,13865962,12807.9726245,1791.41,978.0,Colombian Milds
Costa Rica,2018,1426.6568,1207.9462959,365.0,118.0,Other Milds
Côte d'Ivoire,2018,2175.3233,1522.4575667,317.0,600.0,Robustas
Democratic Republic of Congo,2018,397.1427,187.9996667,200.0,3.0,Other Milds
Democratic Republic of Congo,2018,397.1427,187.9996667,200.0,3.0,Robustas
El Salvador,2018,760.9228,571.4240657,300.0,15.0,Other Milds
Ethiopia,2018,7511.2234,3589.04802,3685.0,625.0,Brazilan Naturals
Gabon,2018,0.5325,0.0168127,0.5,0.0,Robustas
Ghana,2018,14.7455,12.400351,2.0,2.0,Robustas
Guatemala,2018,4006.7343,3327.4896563,395.0,5.0,Other Milds
Guinea,2018,152.9537,156.5050078,50.0,20.0,Robustas
Honduras,2018,7152.8803,7143.8844713,375.0,234.0,Other Milds
India,2018,5325392,5967.2246041,1475.0,500.0,Other Milds
India,2018,5325392,5967.2246041,1475.0,500.0,Robustas
Jamaica,2018,17.8543,9.7515687,9.0,0.0,Other Milds
Kenya,2018,930.4196,753.0309147,70.0,33.0,Colombian Milds
Liberia,2018,5.9367,7.7333333,5.0,0.0,Robustas
Mexico,2018,4350.7012,2888.1404815,2450.0,800.0,Other Milds
Nicaragua,2018,2879.1004,2300.0350324,220.0,125.0,Other Milds
Nigeria,2018,41.5248,3.0129175,40.0,0.0,Robustas
Panama,2018,127.7443,46.8935146,67.0,5.0,Other Milds
Sierra Leone,2018,44.7431,26.546347,5.0,7.0,Robustas
Sri Lanka,2018,35.8776,1.5379155,35.0,0.0,Other Milds
Sri Lanka,2018,35.8776,1.5379155,35.0,0.0,Robustas
Thailand,2018,482.0069,258.1336572,1400.0,10.0,Brazilan Naturals
Thailand,2018,482.0069,258.1336572,1400.0,10.0,Robustas
Togo,2018,54.2631,111.04435,254,10.0,Robustas
Trinidad & Tobago,2018,13.3198,2.8705688,10.0,0.0,Robustas
Uganda,2018,4703964,4223182,250.0,900.0,Other Milds
Uganda,2018,4703964,4223182,250.0,900.0,Robustas
Venezuela,2018,578389,71.7729963,1550.0,0.0,Other Milds
Viet Nam,2018,30283.0748,31385.0655789,2600.0,5800.0,Brazilan Naturals
Viet Nam,2018,30283.0748,31385.0655789,2600.0,5800.0,Robustas
Angola,2019,51.8419,23.3571778,30.0,105.0,Brazilan Naturals
Angola,2019,51.8419,23.3571778,30.0,105.0,Robustas
Bolivia (Plurinational State of),2019,81.2654,20.3419549,61.0,0.0,Other Milds
Brazil,2019,58210.7127,40697.8637087,22000.0,14893.0,Brazilan Naturals
Brazil,2019,58210.7127,40697.8637087,22000.0,14893.0,Robustas
Burundi,2019,272.4688,292.8872914,2.0,20.0,Other Milds
Burundi,2019,272.4688,292.8872914,2.0,20.0,Robustas
Ecuador,2019,558.9352,506.2668567,149.0,3.0,Other Milds
Ecuador,2019,558.9352,506.2668567,149.0,3.0,Robustas
Indonesia,2019,11432.9425,6333.8728885,4806.0,500.0,Brazilan Naturals
Indonesia,2019,11432.9425,6333.8728885,4806.0,500.0,Robustas
Madagascar,2019,383.3125,4.0040167,375.0,10.0,Other Milds
Madagascar,2019,383.3125,4.0040167,375.0,10.0,Robustas
Malawi,2019,16.0431,15.6594366,1.0,0.0,Other Milds
Papua New Guinea,2019,751721,787.073434,2.0,5.0,Other Milds
Papua New Guinea,2019,751721,787.073434,2.0,5.0,Robustas
Peru,2019,3836.3817,3771.9458818,250.0,52.0,Other Milds
Rwanda,2019,347984,388.8660001,1.0,10.0,Other Milds
Zimbabwe,2019,9.0784,6.2683128,4.0,0.0,Other Milds
Congo,2019,3.0006,0.0005553,3.0,0.0,Robustas
Cuba,2019,130.1829,22.4859929,216.0,0.0,Other Milds
Dominican Republic,2019,401.6348,27.3764164,377.0,35.0,Other Milds
Haiti,2019,346.6495,1.8611867,345.0,0.0,Other Milds
Philippines,2019,306.5344,7.0860156,3250.0,0.0,Brazilan Naturals
Philippines,2019,306.5344,7.0860156,3250.0,0.0,Robustas
Tanzania,2019,926.3925,1069.2142865,95.0,25.0,Colombian Milds
Tanzania,2019,926.3925,1069.2142865,95.0,25.0,Robustas
Zambia,2019,14.5428,27.2767848,0.0,0.0,Other Milds
Cameroon,2019,268209,249.9023999,77.0,15.0,Other Milds
Cameroon,2019,268209,249.9023999,77.0,15.0,Robustas
Central African Republic,2019,55.1383,19.2733333,20.0,0.0,Robustas
Colombia,2019,14100.1182,13672.2255993,2024774,416.0,Colombian Milds
Costa Rica,2019,1471.7632,1039.1443612,352.0,88.0,Other Milds
Côte d'Ivoire,2019,1929.1972,2104.2571598,317.0,350.0,Robustas
Democratic Republic of Congo,2019,390.6014,204.5274071,198.0,3.0,Other Milds
Democratic Republic of Congo,2019,390.6014,204.5274071,198.0,3.0,Robustas
El Salvador,2019,660.6916,545.8333946,292.0,25.0,Other Milds
Ethiopia,2019,7343.4329,3921.2497734,3781.0,650.0,Brazilan Naturals
Gabon,2019,0.5,0.03,0.5,0.0,Robustas
Ghana,2019,14.4733,10.1549369,2.0,2.0,Robustas
Guatemala,2019,3605.7644,3613.1879915,393.0,10.0,Other Milds
Guinea,2019,178.3779,68.9079607,50.0,30.0,Robustas
Honduras,2019,5931.22,6764.5646073,350.0,200.0,Other Milds
India,2019,4987.6264,6027.8611523,1450.0,475.0,Other Milds
India,2019,4987.6264,6027.8611523,1450.0,475.0,Robustas
Jamaica,2019,22.8793,9.405321,9.0,0.0,Other Milds
Kenya,2019,843.7079,835.8867766,71.5,50.0,Colombian Milds
Liberia,2019,5.85,0.5833333,5.0,0.0,Robustas
Mexico,2019,3984.6011,2626.9848561,2425.0,1136.0,Other Milds
Nicaragua,2019,2882.3199,2954.389526,210.0,125.0,Other Milds
Nigeria,2019,42.4695,2.1935393,40.0,0.0,Robustas
Panama,2019,114.4053,50.691857,67.0,6.0,Other Milds
Sierra Leone,2019,39.9871,46.740111,5.0,5.0,Robustas
Sri Lanka,2019,36.2187,0.9553168,35.0,0.0,Other Milds
Sri Lanka,2019,36.2187,0.9553168,35.0,0.0,Robustas
Thailand,2019,516.5783,174.2986935,1400.0,12.0,Brazilan Naturals
Thailand,2019,516.5783,174.2986935,1400.0,12.0,Robustas
Togo,2019,40617,58.49345,0.26,5.0,Robustas
Trinidad & Tobago,2019,11691,2.4710825,10.0,0.0,Robustas
Uganda,2019,5509154,4526143,254.0,900.0,Other Milds
Uganda,2019,5509154,4526143,254.0,900.0,Robustas
Venezuela,2019,650.1046,53.2333949,1275.0,0.0,Other Milds
Viet Nam,2019,30487.1644,27400.1618174,2650.0,5200.0,Brazilan Naturals
Viet Nam,2019,30487.1644,27400.1618174,2650.0,5200.0,Robustas
